 178-185 F8.3   mag     [8.0]   Spitzer [8.0] band magnitude
 187-194 F8.4   mas     Plx     Parallax from Gaia DR2
 196-203 F8.4   mas   e_Plx     Error of parallax 
 205-212 F8.3  mas/yr   pmRA    Proper motion in right ascension direction from Gaia DR2
 214-221 F8.3  mas/yr e_pmRA    Error of proper motion in right ascension direction
 223-230 F8.3  mas/yr   pmDE    Proper motion in declination direction from Gaia DR2
 232-239 F8.3  mas/yr e_pmDE    Error of proper motion in declination direction
 241-248 F8.2  km/s     RV      Radial velocity from Gaia DR2
 250-257 F8.2  km/s   e_RV      Error of Radial velocity
 259-266 F8.2  km/s     v_z     Velocity in z direction
 268-275 F8.2  km/s   e_v_z     Error of velocity in z direction                         
--------------------------------------------------------------------------------
   97.9021417  -12.7568202  222.1729901  -10.1191874   4.403190   69.453    0.166    0.001    0.000   0   14.598   14.523   14.466   14.613   14.772 9999.000 9999.000 9999.000 9999.000   0.1778   0.0390    0.218    0.057    1.049    0.057     0.00     0.00     0.00     0.00
  309.7009037   -0.2197565   45.7170867  -23.8031638   2.977080   33.861    0.084    0.098    0.016   0   14.356   13.836   13.673   13.633   13.602 9999.000 9999.000 9999.000 9999.000   0.3985   0.0604    0.475    0.122   -1.509    0.073     0.00     0.00     0.00     0.00
   35.7099727   50.0719431  137.6002889  -10.1785839   2.760380   21.378    0.084    0.040    0.007   0   13.305   12.796   12.774   12.702   12.691 9999.000 9999.000 9999.000 9999.000   0.0913   0.0296    0.090    0.057   -0.101    0.060     0.00     0.00     0.00     0.00
  111.9154140  -25.3780872  239.5055111   -3.9488067   2.759830    8.236    0.084    0.173    0.029   0   11.568   11.064   10.821   10.705   10.653 9999.000 9999.000 9999.000 9999.000   0.0292   0.0194   -0.722    0.027    1.274    0.031     0.00     0.00    -0.20     1.13
  140.2995848   56.9812209  158.9459091   42.6225412   3.576230   47.001    0.085    0.132    0.022   0   14.883   14.390   14.259   14.087   14.080 9999.000 9999.000 9999.000 9999.000   0.3238   0.0668   -8.646    0.100   -6.028    0.099     0.00     0.00     0.00     0.00
   90.7799043   32.5181021  178.8020200    5.0527701   3.392610   57.242    0.155    0.001    0.000   0   14.653   14.497   14.453   14.554   14.813 9999.000 9999.000 9999.000 9999.000   0.2125   0.0520    0.817    0.114   -0.827    0.099     0.00     0.00     0.00     0.00
   95.3593167   12.9723359  197.9923404   -0.6213829   4.515770   43.555    0.084    0.062    0.011   0   14.115   13.894   13.707   13.549   13.577   13.584   13.550 9999.000 9999.000   0.1831   0.0576   -0.316    0.120   -0.970    0.101     0.00     0.00     0.00     0.00
  119.7449673  -34.0706927  250.4358075   -2.3679421   2.488280    9.902    0.083    0.245    0.045   0   12.287   11.754   11.526   11.281   11.250   11.254   11.198 9999.000 9999.000   0.0771   0.0239   -1.106    0.035    1.475    0.038     0.00     0.00    -5.03     1.70
  110.6676521  -17.3299993  231.8556275   -1.1691327   4.960510    6.450    0.083    0.246    0.045   0   10.489    9.851    9.555    9.372    9.326    9.379    9.384 9999.000 9999.000   0.2181   0.0360   -0.927    0.048    1.696    0.053     0.00     0.00     5.21     1.57
  319.3998781   49.7171385   91.6346199    0.3005968   5.552410    5.775    0.084    0.487    0.086   0   10.863    9.855    9.404    9.075    9.001    9.180    9.082 9999.000 9999.000   0.0686   0.0631   -3.031    0.130   -3.223    0.113   -98.23     4.49     4.39     3.38
   91.5133324   16.3416148  193.2522954   -2.2764882   3.020400    5.852    0.084    0.337    0.059   0   11.240   10.452   10.125    9.919    9.837 9999.000 9999.000 9999.000 9999.000   0.1557   0.0400    0.633    0.070   -0.102    0.064     0.00     0.00    20.28     1.98
   65.6485573   45.5819151  156.8583721   -2.9237964   2.775340    2.857    0.083    0.204    0.035   0    9.391    8.806    8.527    8.402    8.365 9999.000 9999.000 9999.000 9999.000   0.2891   0.0461   -0.063    0.091   -1.072    0.057   -19.15     3.78    -2.59     1.13
  297.5192104   23.8869305   60.7072944   -1.2205631   4.687710    2.528    0.084    0.486    0.086   0    9.275    8.296    7.866    7.534    7.446 9999.000 9999.000 9999.000 9999.000   0.1754   0.0749   -2.589    0.096   -6.329    0.107    13.96     2.85    -4.87     1.30
  103.8973769  -16.7190462  228.3420716   -6.6461587   3.330070   60.805    0.139    0.001    0.000   0   14.957   14.920   15.131   14.633   14.887 9999.000 9999.000 9999.000 9999.000   0.1577   0.0455   -0.530    0.066    1.337    0.071     0.00     0.00     0.00     0.00
  323.7918292   53.2654441   96.0647166    0.9557598   3.325210   22.144    0.084    0.297    0.058   0   13.936   13.117   12.872   12.630   12.625   12.600   12.560 9999.000 9999.000   0.3855   0.0768    0.967    0.163    1.376    0.125     0.00     0.00     0.00     0.00
  315.7290182   27.1701554   72.9124632  -12.7973951   2.439720   33.282    0.084    0.130    0.021   0   14.754   14.068   13.929   13.881   13.889 9999.000 9999.000 9999.000 9999.000   0.2253   0.0772   -6.974    0.128   -7.101    0.102     0.00     0.00     0.00     0.00
   76.3197067   43.5026761  163.4071413    1.4584389   3.594770   21.794    0.084    0.301    0.056   0   13.803   12.962   12.716   12.489   12.473   12.513   12.416 9999.000 9999.000   0.5809   0.0598    0.087    0.097   -6.461    0.077     0.00     0.00     0.00     0.00
  287.3229261   33.3783191   64.8850986   11.1296004   2.558640   32.964    0.084    0.055    0.009   0   14.433   13.869   13.708   13.772   13.746 9999.000 9999.000 9999.000 9999.000   0.2315   0.0534   -3.559    0.084   -7.884    0.083     0.00     0.00     0.00     0.00
  326.6806676   57.2246606   99.9109001    2.8541390   4.440770    6.107    0.084    0.535    0.098   0   11.344   10.378    9.938    9.558    9.457    9.608    9.465 9999.000 9999.000   0.1720   0.0682   -2.578    0.134   -2.709    0.109     0.00     0.00    -7.92     3.58
  269.6296325  -11.0795468   16.9591580    6.4454615   2.937470   26.113    0.133    0.154    0.019   0   13.926   13.433   13.250 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000  -0.0204   0.0659   -4.012    0.112   -2.846    0.094     0.00     0.00     0.00     0.00
  138.9699965   -7.3808505  238.3555254   27.4895059   2.948130   28.880    0.084    0.177    0.029   0   14.227   13.640   13.527   13.337   13.286 9999.000 9999.000 9999.000 9999.000   0.3008   0.0687   -2.841    0.100    2.194    0.098     0.00     0.00     0.00     0.00
  272.4265878   57.2513349   85.8481026   28.0789312   4.339990   65.758    0.085    0.119    0.019   0   15.362   14.826   14.609   14.526   14.553 9999.000 9999.000 9999.000 9999.000   0.2698   0.0771   -1.271    0.218   -5.658    0.170     0.00     0.00     0.00     0.00
  313.5526711   48.1606633   87.9032482    2.1024992   4.285450   11.440    0.083    0.345    0.066   0   12.207   11.457   11.144   10.895   10.812   10.856   10.779 9999.000 9999.000   0.0951   0.0587   -2.131    0.116   -2.545    0.103     0.00     0.00     3.34     6.09
  161.4884225   36.6341153  185.3052204   61.8681880   3.058500   42.329    0.085    0.175    0.029   0   15.015   14.408   14.278   14.122   14.058 9999.000 9999.000 9999.000 9999.000   0.2675   0.1005   -4.723    0.154   -7.197    0.178     0.00     0.00     0.00     0.00
  209.4085027  -30.7148998  319.3631468   30.0359958   3.871390   49.126    0.085    0.125    0.021   0   14.900   14.297   14.171   14.080   14.051 9999.000 9999.000 9999.000 9999.000   0.3093   0.0780   -5.326    0.163   -7.048    0.126     0.00     0.00     0.00     0.00
  298.5723895   27.4653397   64.2672817   -0.2035843   4.547830    8.338    0.084    0.450    0.073   0   11.723   10.846   10.505   10.152   10.093   10.210   10.139    9.978   10.034   0.1956   0.0647   -2.382    0.097   -4.868    0.099     0.00     0.00   -11.26     3.85
  294.6145906  -22.8081448   16.8974949  -20.1146341   2.606340   23.132    0.084    0.238    0.040   0   14.115   13.467   13.229   13.047   13.020 9999.000 9999.000 9999.000 9999.000   0.4295   0.0551    3.375    0.094   -6.120    0.086     0.00     0.00     0.00     0.00
  134.9664825  -27.2917959  252.5642562   12.1982780   2.364190   28.896    0.084    0.126    0.021   0   14.433   13.851   13.658   13.616   13.612 9999.000 9999.000 9999.000 9999.000   1.0939   0.0573   -5.901    0.081    3.001    0.073     0.00     0.00     0.00     0.00
  304.2237840   38.8670846   76.4204230    1.9311409   3.593690    9.077    0.084    0.458    0.092   0   12.288   11.399   11.040   10.682   10.621   10.631   10.524 9999.000 9999.000   0.0767   0.0513   -2.930    0.087   -4.005    0.088     0.00     0.00    13.58     3.78
  304.1192444   41.6356720   78.6767915    3.5411656   2.910770    9.819    0.084    0.392    0.067   0   12.517   11.741   11.450   11.104   11.038 9999.000 9999.000 9999.000 9999.000   0.1316   0.0468   -2.529    0.076   -3.627    0.084     0.00     0.00     0.00     0.00
  302.1782685   45.1446216   80.8574901    6.6368060   2.425820   17.236    0.084    0.209    0.035   0   13.553   12.831   12.566   12.518   12.454 9999.000 9999.000 9999.000 9999.000   0.3800   0.0473   -2.172    0.080   -0.290    0.089     0.00     0.00   128.72     8.66
  173.4006364   21.3018556  226.9084119   71.3468160   3.493510   78.357    0.087    0.001    0.000   0   15.529   15.216   15.190   15.205   15.134 9999.000 9999.000 9999.000 9999.000  -0.0507   0.0788   -1.653    0.141   -3.809    0.098     0.00     0.00     0.00     0.00
  297.7863096   25.3137231   62.0590771   -0.7029515   2.939080    1.690    0.084    0.347    0.052   0    8.583    7.841    7.536    7.147    7.200    7.366    7.261    7.202    7.228   0.5154   0.0396   -3.124    0.060   -6.546    0.063     2.65     1.57     1.98     0.55
  296.9172563    0.1043065   39.5400802  -12.4359338   2.716280   23.313    0.084    0.180    0.030   0   13.975   13.263   13.047   12.990   12.953 9999.000 9999.000 9999.000 9999.000   0.5487   0.0702    0.220    0.116    2.841    0.081     0.00     0.00     0.00     0.00
   87.9504215  -14.5579304  219.6489081  -19.6482598   3.515950   30.560    0.084    0.053    0.009   0   13.780   13.329   13.137   13.148   13.128 9999.000 9999.000 9999.000 9999.000   0.1631   0.1171   -1.728    0.227   -0.056    0.208     0.00     0.00     0.00     0.00
  253.9822228   -3.9710237   15.0815310   23.4030413   2.757530   38.216    0.085    0.099    0.017   0   14.760   14.127   14.044   14.027   13.941 9999.000 9999.000 9999.000 9999.000   0.3166   0.1050   -4.187    0.166   -4.777    0.110     0.00     0.00     0.00     0.00
  273.1318299  -22.6568923    8.4620097   -2.1134519   3.674290   17.187    0.151    0.311    0.039   0   13.231   12.456   12.193 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000   0.1309   0.0980    2.627    0.187   -2.095    0.167     0.00     0.00     0.00     0.00
  282.2674582   15.2898046   46.3520138    7.4183918   2.361580   20.827    0.084    0.184    0.031   0   13.912   13.253   12.997   12.939   12.910 9999.000 9999.000 9999.000 9999.000   0.5021   0.0580   -0.634    0.095   -4.352    0.129     0.00     0.00     0.00     0.00
  112.9447760  -28.3476619  242.5632624   -4.5512076   2.963220   30.645    0.084    0.001    0.000   0   13.579   13.506   13.408   13.400   13.330 9999.000 9999.000 9999.000 9999.000  -0.4995   0.2048   -2.123    0.322    3.594    0.344     0.00     0.00     0.00     0.00
   98.6603862   -2.9951683  213.6889982   -5.1005587   3.230230   41.473    0.085    0.001    0.000   0   14.205   14.041   13.867   13.908   13.928 9999.000 9999.000 9999.000 9999.000   0.1780   0.0403   -0.119    0.077    0.853    0.078     0.00     0.00     0.00     0.00
  290.9264103   32.1321047   65.1099317    7.8606429   2.509860   26.300    0.084    0.092    0.015   0   13.930   13.608   13.450   13.301   13.303 9999.000 9999.000 9999.000 9999.000   0.0368   0.0277   -2.514    0.042   -0.523    0.055     0.00     0.00     0.00     0.00
  114.3202989  -29.6077257  244.2515070   -4.1021229   3.591680   10.529    0.084    0.214    0.037   0   11.881   11.279   11.103   10.865   10.836 9999.000 9999.000 9999.000 9999.000   0.0214   0.0244   -0.847    0.034    1.504    0.040     0.00     0.00    -0.90     1.78
   60.3009258   49.5532541  151.5067751   -2.4927893   2.779380    5.982    0.083    0.001    0.000   0   10.270   10.075    9.975    9.900    9.900 9999.000 9999.000 9999.000 9999.000   0.2581   0.0386   -1.022    0.072   -0.491    0.055     0.00     0.00   -20.21     2.17
  302.7455380   33.7276983   71.4792256    0.0806204  21.298060    8.760    0.083    0.242    0.045   0    9.182    8.510    8.208    7.965    7.934    7.984    7.877 9999.000 9999.000   0.1740   0.0332   -2.680    0.046   -5.167    0.052     0.00     0.00   -17.11     2.18
  113.8534093  -31.0749841  245.3457030   -5.1631461   3.496980   14.131    0.083    0.004    0.001   0   11.945   11.599   11.479   11.438   11.447 9999.000 9999.000 9999.000 9999.000   0.0535   0.0175   -0.788    0.026    1.592    0.032     0.00     0.00     0.82     1.96
  275.7274183  -12.9931110   18.1425210    0.2949799   6.501770    1.490    0.271    0.671    0.078   0    7.894    7.064    6.547    5.890    5.784    6.705 9999.000    5.834    5.740   0.5389   0.0953   -0.052    0.149   -3.148    0.133     0.00     0.00     0.00     0.00
  275.7274183  -12.9931110   18.1425210    0.2949799   6.501770    1.490    0.271    0.671    0.078   0    7.894    7.064    6.547    5.890    5.784    6.705 9999.000    5.834    5.740   0.5389   0.0953   -0.052    0.149   -3.148    0.133     0.00     0.00     0.00     0.00
  248.9482273    3.3136354   19.1954539   31.4704005   2.331370   58.343    0.107    0.001    0.000   0   15.305   15.134   14.993   15.171   15.079 9999.000 9999.000 9999.000 9999.000   0.0668   0.0596    1.601    0.107   -2.165    0.081     0.00     0.00     0.00     0.00
  349.9516465   21.8740647   96.3322832  -36.2202308   2.378780   40.102    0.085    0.001    0.000   0   14.560   14.343   14.153   14.284   14.295 9999.000 9999.000 9999.000 9999.000   0.1100   0.0530    1.030    0.081   -2.598    0.055     0.00     0.00     0.00     0.00
  280.8486584  -16.9550542   16.8914393   -5.9179342   8.191780   33.709    0.084    0.144    0.025   0   13.134   12.561   12.383   12.145   12.217 9999.000 9999.000 9999.000 9999.000   0.1641   0.0476    1.722    0.101   -6.870    0.078     0.00     0.00     0.00     0.00
  109.0403824  -12.6249030  226.9622090   -0.3527603   3.511850    7.525    0.083    0.101    0.018   0   10.818   10.417   10.245   10.129   10.096   10.110   10.153 9999.000 9999.000   0.0921   0.0440   -0.703    0.059    1.162    0.047     0.00     0.00     3.90     2.01
  277.6073489  -19.4976416   13.2160271   -4.3239923  29.125990   31.230    0.083    0.009    0.002   0   10.966   10.374   10.114   10.151   10.187 9999.000 9999.000 9999.000 9999.000   0.1878   0.0345   -8.435    0.071   -3.575    0.065    17.43     3.06     0.00     0.00
   88.0089325   29.8822274  179.9089651    1.6849070   3.330230   18.010    0.083    0.052    0.009   0   12.584   12.302   12.221   12.087   12.043   12.107   12.041 9999.000 9999.000   0.1829   0.0374    0.835    0.056   -0.997    0.044     0.00     0.00     0.00     0.00
   34.0965586    4.8088244  158.8595656  -52.0365058   2.779130   33.470    0.084    0.001    0.000   0   14.099   13.727   13.672   13.652   13.645 9999.000 9999.000 9999.000 9999.000   0.1098   0.0528   -2.029    0.074   -5.640    0.070     0.00     0.00     0.00     0.00
  291.2510242   22.0939181   56.3180584    2.9326777   3.491850   21.313    0.084    0.107    0.018   0   13.160   12.676   12.436   12.395   12.382 9999.000 9999.000 9999.000 9999.000   0.0350   0.0379   -2.960    0.042   -5.488    0.056     0.00     0.00     3.50     4.58
  301.4135473   29.9429546   67.6851972   -1.0196419   2.430480   10.460    0.084    0.146    0.024   0   12.138   11.761   11.505   11.400   11.381   11.328   11.214 9999.000 9999.000   0.2523   0.0283   -2.480    0.043   -5.070    0.046     0.00     0.00     0.00     0.00
   72.2260785   41.5644949  163.0398046   -2.1075404   2.577630   25.287    0.084    0.141    0.023   0   13.934   13.586   13.449   13.187   13.207 9999.000 9999.000 9999.000 9999.000   0.1372   0.0392    0.415    0.070   -0.091    0.051     0.00     0.00     0.00     0.00
  106.1001913   13.8829569  201.9251624    9.1053670   3.784710   26.643    0.084    0.033    0.005   0   13.333   12.870   12.723   12.745   12.710 9999.000 9999.000 9999.000 9999.000   0.1093   0.0457    0.383    0.068   -1.389    0.060     0.00     0.00     0.00     0.00
  268.8939012    7.3258128   33.1899878   15.7344145   2.252790   35.022    0.085    0.001    0.000   0   14.396   14.035   14.158   14.023   14.132 9999.000 9999.000 9999.000 9999.000   0.1267   0.0416   -1.904    0.064   -5.210    0.064     0.00     0.00     0.00     0.00
   93.6727879   11.8895048  198.1668715   -2.5846873   2.564000   21.396    0.084    0.223    0.037   0   13.935   13.275   13.102   12.884   12.878 9999.000 9999.000 9999.000 9999.000   0.0031   0.0820    0.868    0.139   -1.638    0.130     0.00     0.00     0.00     0.00
  115.3072592   22.5087767  197.4475986   20.5965137   3.987780   51.383    0.090    0.001    0.000   0   14.653   14.128   13.885   14.093   14.079 9999.000 9999.000 9999.000 9999.000   0.7464   0.0843   -2.000    0.136   -6.222    0.126     0.00     0.00     0.00     0.00
  113.9212577  -28.2447117  242.8866587   -3.7475808   4.386880    9.525    0.083    0.081    0.014   0   10.981   10.575   10.434   10.307   10.287 9999.000 9999.000 9999.000 9999.000   0.0964   0.0250   -1.306    0.034    2.113    0.038     0.00     0.00    -4.72     1.61
   99.1393736   28.4051330  185.8202922    9.5623223   3.424870   20.975    0.084    0.119    0.020   0   13.218   12.630   12.511   12.382   12.395 9999.000 9999.000 9999.000 9999.000   0.1550   0.0455    0.788    0.075   -0.559    0.066     0.00     0.00     0.00     0.00
  102.7547208   19.8656846  195.0624585    8.8251917   2.387680   27.995    0.084    0.007    0.002   0   13.967   13.572   13.515   13.464   13.496 9999.000 9999.000 9999.000 9999.000   0.1778   0.0429    0.309    0.072   -0.943    0.060     0.00     0.00     0.00     0.00
  302.1685987   33.5578715   71.0750680    0.3907723   2.915410    2.986    0.084    0.409    0.071   0    9.947    9.189    8.882    8.532    8.451    8.579    8.535 9999.000 9999.000   0.1768   0.0358   -3.105    0.059   -5.774    0.060    -3.87     5.50    -0.21     0.89
  296.4651556   24.1530388   60.4507560   -0.2551888   5.785940   10.473    0.083    0.210    0.019   0   11.252   10.661   10.364   10.153   10.096   10.457   10.340   10.336   10.327   0.1407   0.0661   -3.313    0.086   -5.786    0.088     0.00     0.00     5.55     4.26
  272.8879397   27.3841952   54.1340306   20.2778009  11.475930   37.121    0.083    0.001    0.000   0   12.504   11.957   11.867   11.837   11.882 9999.000 9999.000 9999.000 9999.000   0.1511   0.0170   -6.536    0.023   -3.855    0.029     0.00     0.00     0.00     0.00
   78.4540921   31.2415452  174.2809185   -4.4686637   3.249690   12.384    0.083    0.133    0.022   0   12.097   11.650   11.514   11.319   11.301 9999.000 9999.000 9999.000 9999.000   0.1774   0.0400    0.845    0.064   -0.558    0.042     0.00     0.00     0.00     0.00
  298.4701453   -6.6920230   34.0193225  -16.9178461   3.855320   11.437    0.083    0.081    0.015   0   11.638   11.103   11.007   10.853   10.899 9999.000 9999.000 9999.000 9999.000   0.1411   0.0650    0.653    0.128   -1.156    0.080     0.00     0.00     0.00     0.00
  112.2104149  -25.6482834  239.8704546   -3.8424234  29.642710   48.208    0.084    0.333    0.053   0   12.625   11.911   11.625   11.269   11.164 9999.000 9999.000 9999.000 9999.000   0.0676   0.0314    0.136    0.042    0.176    0.049     0.00     0.00     0.00     0.00
  289.1315251   36.1627243   68.0972653   10.9859671   2.675590   33.677    0.614    3.000    0.196   0 9999.000 9999.000 9999.000   16.068   14.324 9999.000 9999.000 9999.000 9999.000   0.0048   0.0617   -3.103    0.103   -9.085    0.122     0.00     0.00     0.00     0.00
  272.0010965    1.2919620   29.0972604   10.2472522   2.689350   26.775    0.084    0.009    0.002   0   13.671   13.379   13.304   13.179   13.251 9999.000 9999.000 9999.000 9999.000   0.1598   0.0444    0.153    0.070   -2.936    0.063     0.00     0.00     0.00     0.00
  274.3206010   10.2947928   38.3589071   12.2107761   2.250620   27.752    0.084    0.001    0.000   0   13.824   13.590   13.576   13.544   13.559 9999.000 9999.000 9999.000 9999.000   0.1058   0.0478    0.157    0.070   -2.310    0.069     0.00     0.00     0.00     0.00
   97.2318782  -13.5265622  222.5916140  -11.0407030   2.203170   24.627    0.084    0.001    0.000   0   13.790   13.314   13.265   13.318   13.315 9999.000 9999.000 9999.000 9999.000   0.1016   0.0555   -0.342    0.071    0.419    0.069     0.00     0.00     0.00     0.00
  276.0210758  -14.1267284   17.2748689   -0.4884568   5.351480    5.342    0.099    0.120    0.009   0    9.601    9.196    8.906    8.697    8.730    9.034    8.954    8.953    8.976   0.3449   0.0464   -0.245    0.080   -2.591    0.067     0.00     0.00     0.00     0.00
   97.3648473   29.5589595  184.0800672    8.6743433   3.048780   18.429    0.084    0.043    0.007   0   12.777   12.445   12.331   12.240   12.223 9999.000 9999.000 9999.000 9999.000   0.1929   0.0307    0.596    0.046   -2.119    0.038     0.00     0.00     0.00     0.00
  301.2086138   38.6333927   74.9399426    3.7743253   2.269940   24.965    0.084    0.001    0.000   0   13.497   13.370   13.336   13.279   13.344 9999.000 9999.000 9999.000 9999.000   0.0152   0.0315   -1.886    0.048   -3.138    0.051     0.00     0.00     0.00     0.00
  301.0939958   42.3734451   78.0766820    5.8301683   3.181050   21.768    0.083    0.077    0.013   0   13.312   12.773   12.604   12.512   12.584 9999.000 9999.000 9999.000 9999.000   0.1907   0.0316   -3.365    0.056   -5.473    0.061     0.00     0.00     0.00     0.00
  310.2284473   30.2075891   72.2664899   -7.1325219   7.826550   47.672    0.084    0.067    0.011   0   13.788   13.184   13.022   12.950   13.019 9999.000 9999.000 9999.000 9999.000   0.1536   0.0412   -1.968    0.057   -4.107    0.055     0.00     0.00     0.00     0.00
  112.7685822  -22.2807215  237.1520359   -1.7858924   4.040100    8.271    0.083    0.251    0.045   0   11.322   10.666   10.416   10.234   10.167   10.132   10.047 9999.000 9999.000   0.1612   0.0325   -0.964    0.040    1.917    0.049     0.00     0.00     7.43     1.65
  308.2519377   52.8572127   89.5399544    7.6454991   3.969790    0.816    0.099    0.518    0.088   0    7.152    6.102    5.628    5.479    5.226 9999.000 9999.000 9999.000 9999.000   0.1782   0.1033   -5.626    0.195   -4.509    0.191     0.00     0.00    14.50     0.84
   68.6921197   49.4226436  155.5015225    1.2151863   4.338980    4.556    0.084    0.318    0.057   0   10.094    9.368    9.145    8.845    8.782    8.883    8.794 9999.000 9999.000   0.1313   0.0365    0.051    0.062   -0.716    0.040   -19.64     2.50    -2.81     1.21
  312.9591726   43.3249636   83.9244975   -0.6778280   8.232600    6.920    0.083    0.154    0.024   0    9.628    9.178    8.811    8.823    8.686 9999.000 9999.000 9999.000 9999.000   0.2523   0.0342   -2.878    0.054   -4.003    0.059     0.00     0.00     0.00     0.00
  270.5187832  -23.7073296    6.3752649   -0.5256820   5.798420    3.138    0.083    0.260    0.042   0    8.670    8.132    7.819    7.589    7.538    7.688    7.607    7.545    7.529   0.3688   0.0586    0.574    0.145   -1.198    0.128     0.00     0.00     0.00     0.00
  322.6673271   27.2338032   77.2446158  -17.3346782   3.221670   20.500    0.084    0.129    0.021   0   13.310   12.654   12.457   12.458   12.398 9999.000 9999.000 9999.000 9999.000   0.2058   0.0910   -3.858    0.153  -11.405    0.162     0.00     0.00     0.00     0.00
   15.0452506   58.5504207  124.0753621   -4.3019169  18.419870   23.084    0.084    0.282    0.052   0   11.755   10.817   10.531   10.237   10.287 9999.000 9999.000 9999.000 9999.000   0.2010   0.0268   -2.830    0.031    0.341    0.031     0.00     0.00     0.00     0.00
  102.3304503    0.3308518  212.3962298   -0.3199550   2.597010    5.674    0.083    0.001    0.000   0   10.109    9.925    9.834    9.925    9.912    9.787    9.777 9999.000 9999.000   0.2262   0.0407   -0.294    0.073    0.528    0.083     0.00     0.00     6.41     2.07
   90.7085747   10.8568575  197.6740032   -5.6292382  10.982460   19.662    0.083    0.001    0.000   0   11.151   10.641   10.480   10.530   10.554 9999.000 9999.000 9999.000 9999.000   0.1075   0.0239    0.290    0.047    0.034    0.043     0.00     0.00     0.00     0.00
   86.8200197  -21.6198857  226.2066709  -23.3663894   3.040330   39.907    0.084    0.001    0.000   0   14.443   13.934   13.909   13.883   13.948 9999.000 9999.000 9999.000 9999.000   0.1184   0.0489    2.918    0.040    0.681    0.085     0.00     0.00     0.00     0.00
  104.7452926   23.8402776  192.2013330   12.1863467   3.081800   28.354    0.084    0.007    0.002   0   13.601   13.310   13.209   13.127   13.155 9999.000 9999.000 9999.000 9999.000   0.1868   0.0296    1.173    0.058   -1.732    0.052     0.00     0.00     0.00     0.00
  298.7595435   39.3246435   74.5363870    5.7593708   2.446050   30.538    0.084    0.001    0.000   0   14.053   13.650   13.526   13.620   13.671 9999.000 9999.000 9999.000 9999.000   0.1513   0.0401   -3.720    0.056   -6.453    0.058     0.00     0.00     0.00     0.00
  299.0726662   28.2549826   65.1718519   -0.1733824   2.934730    9.134    0.166    0.030   -0.004   0   11.351   11.006   10.856   10.679   10.688   11.277   11.233   11.168   11.207   0.1413   0.0195   -3.152    0.026   -4.831    0.029     0.00     0.00     0.00     0.00
  278.8064036   -0.1041848   30.9884838    3.5589577   2.659620    7.667    0.084    0.150    0.025   0   11.385   10.931   10.685   10.590   10.543 9999.000 9999.000 9999.000 9999.000   0.0785   0.0374   -4.560    0.067   -5.507    0.061     0.00     0.00     0.00     0.00
   48.9322193   58.3181849  140.9466266    0.5860267   3.188760   11.270    0.083    0.072    0.013   0   11.745   11.378   11.186   11.130   11.102   11.176   11.137 9999.000 9999.000   0.1467   0.0264   -0.558    0.041    0.724    0.048     0.00     0.00    23.70     2.61
  286.5451307  -22.3145106   14.3256700  -13.0651564   2.425380   25.489    0.084    0.001    0.000   0   13.661   13.408   13.305   13.219   13.291 9999.000 9999.000 9999.000 9999.000   0.1849   0.0363   -3.086    0.066   -3.259    0.060     0.00     0.00     0.00     0.00
   99.8039871  -10.4205637  220.8771758   -7.4194072   2.729640   10.655    0.084    0.067    0.011   0   11.842   11.427   11.294   11.216   11.202 9999.000 9999.000 9999.000 9999.000   0.0972   0.0259   -0.349    0.041    0.677    0.046     0.00     0.00    -4.34     2.10
  113.5484726  -21.6654290  236.9620340   -0.8555322   5.501510   12.883    0.083    0.229    0.043   0   11.770   11.193   10.935   10.730   10.682   10.680   10.641 9999.000 9999.000   0.0883   0.0237   -0.775    0.028    1.548    0.037     0.00     0.00     9.98     1.87
  279.7673327   -3.4041667   28.4918296    1.1945399  21.142400    6.307    0.217    1.341    0.164   0   10.482    9.586    8.930    8.117    7.472    7.968    7.448 9999.000 9999.000   0.2141   0.0472   -1.938    0.094   -6.527    0.078     0.00     0.00     0.00     0.00
   99.3281763   37.0282343  177.9107498   13.3461851  10.573410   30.754    0.083    0.045    0.008   0   12.372   11.744   11.663   11.566   11.604 9999.000 9999.000 9999.000 9999.000   0.1218   0.0354   -0.554    0.058   -0.653    0.055     0.00     0.00     0.00     0.00
  104.5902997  -27.8924875  238.8084983  -10.9269502  25.991020   58.369    0.083    0.009    0.003   0   12.455   11.869   11.738   11.653   11.711 9999.000 9999.000 9999.000 9999.000   0.1837   0.0203    3.924    0.026   -0.039    0.031     0.00     0.00     0.00     0.00
  242.6190418  -19.0797726  354.6528062   23.2217784  20.021910   10.419    0.084    0.309    0.048   0    9.794    8.998    8.714    8.561    8.349 9999.000 9999.000 9999.000 9999.000   0.0000   0.0000    0.000    0.000    0.000    0.000     0.00     0.00     0.00     0.00
   74.2289223   18.0963158  182.8066198  -15.2907488   9.247580   37.838    0.084    0.051    0.006   0   12.683   12.577   12.528   12.281   12.155 9999.000 9999.000 9999.000 9999.000   0.1251   0.0420    0.200    0.067   -0.521    0.039     0.00     0.00     0.00     0.00
  290.2575787   15.7989534   50.3195631    0.7952477  11.898460    6.987    0.084    0.379    0.085   0    9.942    9.029    8.608    8.401    8.349    8.328    8.263    8.175    8.147   0.0675   0.0662   -1.972    0.106   -3.875    0.096     0.00     0.00     0.00     0.00
